Invoice_ID;InvoiceNo;InvoiceDate;Customer_ID;Payment_Method;Operation
9244;543285;2/6/2011;3812;1;Sale
9245;564308;8/23/2011;3812;4;Sale
9246;573178;10/27/2011;3812;3;Sale
9247;540688;1/10/2011;3813;4;Sale
9248;562717;8/7/2011;3813;4;Sale
9249;575133;11/8/2011;3814;2;Sale
9250;571930;10/19/2011;3815;3;Sale
9251;572086;10/20/2011;3815;3;Sale
9252;550667;4/19/2011;3816;2;Sale
9253;566230;9/9/2011;3816;4;Sale
9254;580748;12/5/2011;3816;2;Sale
9255;542215;1/26/2011;3817;1;Sale
9256;570466;10/10/2011;3817;3;Sale
9257;574643;11/4/2011;3817;1;Sale
9258;549680;4/11/2011;3818;1;Sale
9259;559819;7/12/2011;3818;2;Sale
9260;576902;11/16/2011;3818;4;Sale
9261;C559675;7/6/2011;3818;1;Return
9262;560546;7/18/2011;3819;3;Sale
9263;554043;5/20/2011;3820;3;Sale
9264;575326;11/9/2011;3820;3;Sale
9265;C578669;11/22/2011;3820;1;Return
9266;540255;1/5/2011;3822;2;Sale
9267;544667;2/22/2011;3822;4;Sale
9268;566058;9/8/2011;3822;3;Sale
9269;542691;1/31/2011;3823;3;Sale
9270;544821;2/23/2011;3823;3;Sale
9271;563404;8/15/2011;3823;1;Sale
9272;568397;9/26/2011;3823;2;Sale
9273;574032;11/2/2011;3823;3;Sale
9274;579009;11/27/2011;3823;3;Sale
9275;579605;11/29/2011;3823;3;Sale
9276;C577353;11/16/2011;3823;3;Return
9277;561712;7/28/2011;3824;2;Sale
9278;562846;8/9/2011;3824;2;Sale
9279;564727;8/26/2011;3824;4;Sale
9280;538516;12/12/2010;3825;2;Sale
9281;540502;1/9/2011;3825;1;Sale
9282;555853;6/7/2011;3825;2;Sale
9283;577541;11/20/2011;3825;1;Sale
9284;C539279;12/15/2010;3825;2;Return
9285;538526;12/13/2010;3826;1;Sale
9286;540168;1/5/2011;3826;4;Sale
9287;540900;1/12/2011;3826;3;Sale
9288;550941;4/21/2011;3826;2;Sale
9289;C543778;2/10/2011;3827;3;Return
9290;580903;12/6/2011;3828;4;Sale
9291;540473;1/7/2011;3829;2;Sale
9292;C577394;11/17/2011;3829;1;Return
9293;546646;3/15/2011;3831;3;Sale
9294;547843;3/25/2011;3832;1;Sale
9295;554561;5/24/2011;3832;2;Sale
9296;573309;10/28/2011;3832;1;Sale
9297;538844;12/14/2010;3833;4;Sale
9298;541219;1/14/2011;3833;4;Sale
9299;559694;7/11/2011;3833;3;Sale
9300;C559992;7/8/2011;3833;4;Return
9301;560597;7/19/2011;3834;1;Sale
9302;557350;6/19/2011;3836;4;Sale
9303;566586;9/13/2011;3836;2;Sale
9304;C546664;3/10/2011;3837;1;Return
9305;544143;2/16/2011;3838;4;Sale
9306;554019;5/20/2011;3838;1;Sale
9307;570878;10/12/2011;3838;4;Sale
9308;552194;5/6/2011;3839;2;Sale
9309;561659;7/28/2011;3839;4;Sale
9310;581064;12/6/2011;3839;4;Sale
9311;563939;8/21/2011;3840;1;Sale
9312;576958;11/16/2011;3840;4;Sale
9313;C580510;12/1/2011;3841;1;Return
9314;547518;3/23/2011;3842;2;Sale
9315;550920;4/21/2011;3842;2;Sale
9316;552064;5/5/2011;3842;1;Sale
9317;556571;6/13/2011;3842;2;Sale
9318;557959;6/23/2011;3842;2;Sale
9319;C563258;8/9/2011;3842;3;Return
9320;561676;7/28/2011;3843;2;Sale
9321;545512;3/2/2011;3844;2;Sale
9322;545759;3/7/2011;3844;1;Sale
9323;547401;3/22/2011;3844;2;Sale
9324;565312;9/2/2011;3844;3;Sale
9325;546913;3/17/2011;3845;1;Sale
9326;563028;8/11/2011;3845;1;Sale
9327;568667;9/27/2011;3845;2;Sale
9328;577400;11/18/2011;3845;1;Sale
9329;581186;12/7/2011;3845;4;Sale
9330;550912;4/21/2011;3846;2;Sale
9331;C578371;11/22/2011;3846;2;Return
9332;538829;12/14/2010;3847;2;Sale
9333;549188;4/6/2011;3847;1;Sale
9334;560891;7/21/2011;3847;1;Sale
9335;581131;12/7/2011;3847;4;Sale
9336;542835;2/1/2011;3848;1;Sale
9337;568574;9/27/2011;3848;3;Sale
9338;576390;11/14/2011;3849;4;Sale
9339;549524;4/8/2011;3850;1;Sale
9340;562719;8/8/2011;3850;1;Sale
9341;578848;11/25/2011;3850;3;Sale
9342;538162;12/9/2010;3851;3;Sale
9343;570419;10/10/2011;3851;3;Sale
9344;571657;10/18/2011;3851;3;Sale
9345;574589;11/4/2011;3851;2;Sale
9346;574749;11/6/2011;3851;2;Sale
9347;559701;7/11/2011;3853;3;Sale
9348;563350;8/15/2011;3853;4;Sale
9349;569899;10/6/2011;3854;2;Sale
9350;580120;12/1/2011;3854;2;Sale
9351;554142;5/22/2011;3855;3;Sale
9352;C575650;11/8/2011;3855;1;Return
9353;570896;10/12/2011;3856;3;Sale
9354;563533;8/16/2011;3857;1;Sale
9355;C553482;5/11/2011;3857;1;Return
9356;553206;5/15/2011;3858;2;Sale
9357;557938;6/23/2011;3858;2;Sale
9358;577554;11/20/2011;3858;2;Sale
9359;540476;1/7/2011;3859;2;Sale
9360;542236;1/26/2011;3859;4;Sale
9361;543055;2/2/2011;3859;2;Sale
9362;C565762;8/31/2011;3859;2;Return
9363;558247;6/27/2011;3860;1;Sale
9364;C558106;6/21/2011;3860;3;Return
9365;565865;9/7/2011;3861;4;Sale
9366;569983;10/6/2011;3861;1;Sale
9367;C551588;4/26/2011;3861;1;Return
9368;545857;3/7/2011;3862;2;Sale
9369;552061;5/5/2011;3862;4;Sale
9370;574088;11/2/2011;3862;2;Sale
9371;580722;12/5/2011;3862;2;Sale
9372;579150;11/28/2011;3863;3;Sale
9373;554110;5/22/2011;3864;4;Sale
9374;560286;7/17/2011;3864;4;Sale
9375;568187;9/25/2011;3864;1;Sale
9376;550957;4/21/2011;3865;1;Sale
9377;574310;11/3/2011;3865;3;Sale
9378;536556;12/1/2010;3866;2;Sale
9379;546404;3/11/2011;3866;2;Sale
9380;569571;10/4/2011;3866;3;Sale
9381;573989;11/1/2011;3866;2;Sale
9382;546669;3/15/2011;3867;2;Sale
9383;578106;11/22/2011;3867;1;Sale
9384;C544415;2/11/2011;3867;2;Return
9385;C557663;6/20/2011;3867;2;Return
9386;548636;4/1/2011;3868;4;Sale
9387;555419;6/2/2011;3868;1;Sale
9388;566625;9/13/2011;3868;3;Sale
9389;542353;1/27/2011;3869;4;Sale
9390;548151;3/29/2011;3869;1;Sale
9391;553195;5/13/2011;3869;2;Sale
9392;569887;10/6/2011;3869;1;Sale
9393;537265;12/6/2010;3870;1;Sale
9394;549225;4/6/2011;3870;1;Sale
9395;539044;12/15/2010;3871;4;Sale
9396;546009;3/8/2011;3871;1;Sale
9397;548659;4/1/2011;3871;1;Sale
9398;577035;11/17/2011;3871;3;Sale
9399;579517;11/29/2011;3871;3;Sale
9400;C567349;9/15/2011;3871;3;Return
9401;543251;2/4/2011;3872;2;Sale
9402;551199;4/26/2011;3873;3;Sale
9403;562447;8/4/2011;3874;2;Sale
9404;564849;8/30/2011;3874;2;Sale
9405;574889;11/7/2011;3874;4;Sale
9406;547861;3/25/2011;3876;2;Sale
9407;573758;10/31/2011;3876;1;Sale
9408;577158;11/17/2011;3876;4;Sale
9409;566001;9/7/2011;3877;4;Sale
9410;566039;9/8/2011;3877;2;Sale
9411;C543840;2/11/2011;3878;4;Return
9412;C580957;12/4/2011;3878;3;Return
9413;571671;10/18/2011;3879;4;Sale
9414;549846;4/12/2011;3880;2;Sale
9415;573368;10/30/2011;3880;1;Sale
9416;576909;11/16/2011;3880;2;Sale
9417;578044;11/22/2011;3880;2;Sale
9418;538637;12/13/2010;3881;2;Sale
9419;556325;6/9/2011;3881;2;Sale
9420;558055;6/24/2011;3881;3;Sale
9421;565777;9/6/2011;3881;2;Sale
9422;551657;5/3/2011;3882;2;Sale
9423;561099;7/24/2011;3884;2;Sale
9424;574079;11/2/2011;3884;2;Sale
9425;544324;2/17/2011;3885;2;Sale
9426;568645;9/27/2011;3886;4;Sale
9427;569246;10/2/2011;3886;2;Sale
9428;575495;11/9/2011;3886;4;Sale
9429;C579780;11/25/2011;3886;4;Return
9430;537200;12/5/2010;3887;1;Sale
9431;554497;5/24/2011;3887;1;Sale
9432;559313;7/7/2011;3887;1;Sale
9433;581382;12/8/2011;3888;4;Sale
9434;579187;11/28/2011;3889;1;Sale
9435;554832;5/26/2011;3890;3;Sale
9436;574334;11/3/2011;3890;1;Sale
9437;570232;10/7/2011;3891;3;Sale
9438;578327;11/23/2011;3892;1;Sale
9439;554301;5/23/2011;3894;2;Sale
9440;560901;7/21/2011;3894;3;Sale
9441;570214;10/7/2011;3894;3;Sale
9442;572766;10/25/2011;3895;4;Sale
9443;546372;3/11/2011;3896;4;Sale
9444;546431;3/11/2011;3896;4;Sale
9445;544108;2/16/2011;3897;3;Sale
9446;540672;1/10/2011;3898;4;Sale
9447;558121;6/26/2011;3898;2;Sale
9448;C567332;9/15/2011;3898;1;Return
9449;551517;4/28/2011;3899;4;Sale
9450;557790;6/22/2011;3899;4;Sale
9451;563167;8/11/2011;3899;3;Sale
9452;565920;9/7/2011;3899;2;Sale
9453;572704;10/25/2011;3899;4;Sale
9454;581132;12/7/2011;3899;1;Sale
9455;C569916;9/30/2011;3899;3;Return
9456;550613;4/18/2011;3900;2;Sale
9457;557784;6/22/2011;3900;2;Sale
9458;570824;10/12/2011;3900;4;Sale
9459;538995;12/15/2010;3901;3;Sale
9460;546767;3/16/2011;3901;1;Sale
9461;564737;8/26/2011;3901;3;Sale
9462;569204;9/30/2011;3901;1;Sale
9463;C565140;8/30/2011;3901;4;Return
9464;C567867;9/20/2011;3901;1;Return
9465;558775;7/1/2011;3902;1;Sale
9466;572687;10/25/2011;3902;2;Sale
9467;550766;4/20/2011;3903;3;Sale
9468;572691;10/25/2011;3904;3;Sale
9469;577517;11/20/2011;3904;3;Sale
9470;C550642;4/14/2011;3904;4;Return
9471;559907;7/13/2011;3905;3;Sale
9472;539307;12/16/2010;3906;2;Sale
9473;569537;10/4/2011;3906;2;Sale
9474;C539068;12/14/2010;3906;3;Return
9475;536778;12/2/2010;3908;1;Sale
9476;566434;9/12/2011;3908;1;Sale
9477;C570655;10/7/2011;3908;3;Return
9478;551564;5/1/2011;3909;3;Sale
9479;574579;11/4/2011;3909;1;Sale
9480;C540151;12/20/2010;3909;3;Return
9481;C579521;11/23/2011;3909;3;Return
9482;540262;1/6/2011;3910;4;Sale
9483;572732;10/25/2011;3911;3;Sale
9484;559465;7/7/2011;3912;1;Sale
9485;547202;3/21/2011;3913;3;Sale
9486;554155;5/22/2011;3913;3;Sale
9487;C538874;12/14/2010;3913;3;Return
9488;544596;2/21/2011;3914;1;Sale
9489;554934;5/26/2011;3914;4;Sale
9490;576780;11/16/2011;3915;3;Sale
9491;545855;3/7/2011;3916;3;Sale
9492;580876;12/6/2011;3916;4;Sale
9493;539675;12/21/2010;3917;2;Sale
9494;549948;4/13/2011;3917;3;Sale
9495;564721;8/26/2011;3917;4;Sale
9496;575874;11/11/2011;3917;3;Sale
9497;545463;3/2/2011;3918;4;Sale
9498;547993;3/28/2011;3918;3;Sale
9499;548978;4/5/2011;3918;2;Sale
9500;563657;8/17/2011;3918;2;Sale
9501;569519;10/4/2011;3918;1;Sale
9502;538178;12/10/2010;3919;4;Sale
9503;560101;7/14/2011;3919;2;Sale
9504;566224;9/9/2011;3919;1;Sale
9505;567917;9/22/2011;3919;2;Sale
9506;C567949;9/21/2011;3919;1;Return
9507;C569908;9/30/2011;3919;4;Return
9508;545685;3/4/2011;3920;2;Sale
9509;573556;10/31/2011;3920;2;Sale
9510;574899;11/7/2011;3920;2;Sale
9511;578508;11/24/2011;3920;4;Sale
9512;544077;2/15/2011;3921;3;Sale
9513;543470;2/8/2011;3922;3;Sale
9514;558717;7/1/2011;3922;4;Sale
9515;560447;7/18/2011;3922;4;Sale
9516;552108;5/5/2011;3923;4;Sale
9517;559316;7/7/2011;3923;2;Sale
9518;C568646;9/26/2011;3923;1;Return
9519;560998;7/21/2011;3924;1;Sale
9520;564434;8/24/2011;3924;2;Sale
9521;C575651;11/8/2011;3924;1;Return
9522;549734;4/11/2011;3925;2;Sale
9523;556262;6/9/2011;3925;4;Sale
9524;563706;8/18/2011;3925;4;Sale
9525;C571051;10/10/2011;3926;2;Return
9526;554509;5/24/2011;3927;4;Sale
9527;565453;9/4/2011;3927;1;Sale
9528;569098;9/30/2011;3928;2;Sale
9529;576198;11/14/2011;3928;1;Sale
9530;540093;1/4/2011;3929;2;Sale
9531;541696;1/20/2011;3929;4;Sale
9532;542397;1/27/2011;3929;3;Sale
9533;538197;12/10/2010;3930;2;Sale
9534;554496;5/24/2011;3930;2;Sale
9535;578480;11/24/2011;3930;2;Sale
9536;547567;3/23/2011;3931;2;Sale
9537;571314;10/16/2011;3931;2;Sale
9538;578931;11/25/2011;3931;2;Sale
9539;C540152;12/20/2010;3931;3;Return
9540;C573024;10/24/2011;3931;1;Return
9541;544095;2/15/2011;3932;4;Sale
9542;548160;3/29/2011;3932;3;Sale
9543;580745;12/5/2011;3932;1;Sale
9544;C544425;2/13/2011;3932;3;Return
9545;C547852;3/21/2011;3932;1;Return
9546;537804;12/8/2010;3933;4;Sale
9547;564963;8/30/2011;3933;3;Sale
9548;572296;10/21/2011;3933;2;Sale
9549;573126;10/27/2011;3933;1;Sale
9550;555852;6/7/2011;3934;2;Sale
9551;570284;10/9/2011;3935;4;Sale
9552;562774;8/8/2011;3936;1;Sale
9553;551341;4/27/2011;3937;3;Sale
9554;575906;11/11/2011;3937;2;Sale
9555;544766;2/23/2011;3938;4;Sale
9556;568592;9/27/2011;3938;1;Sale
9557;570292;10/9/2011;3938;2;Sale
9558;551992;5/5/2011;3939;1;Sale
9559;559459;7/7/2011;3939;4;Sale
9560;574355;11/3/2011;3939;3;Sale
9561;546540;3/14/2011;3940;1;Sale
9562;572856;10/25/2011;3942;1;Sale
9563;559153;7/6/2011;3943;4;Sale
9564;580511;12/4/2011;3943;3;Sale
9565;546917;3/17/2011;3944;4;Sale
9566;539336;12/17/2010;3945;1;Sale
9567;545150;2/28/2011;3945;3;Sale
9568;561020;7/22/2011;3945;1;Sale
9569;564540;8/25/2011;3945;2;Sale
9570;567855;9/22/2011;3945;1;Sale
9571;569840;10/6/2011;3945;2;Sale
9572;573981;11/1/2011;3945;3;Sale
9573;C560391;7/12/2011;3945;3;Return
9574;571692;10/18/2011;3948;2;Sale
9575;552528;5/9/2011;3949;3;Sale
9576;564709;8/26/2011;3949;1;Sale
9577;539268;12/16/2010;3950;1;Sale
9578;574069;11/2/2011;3950;3;Sale
9579;576225;11/14/2011;3950;2;Sale
9580;539567;12/20/2010;3951;1;Sale
9581;552673;5/10/2011;3951;3;Sale
9582;C577839;11/18/2011;3951;1;Return
9583;561653;7/28/2011;3952;3;Sale
9584;570196;10/7/2011;3952;4;Sale
9585;553058;5/12/2011;3953;1;Sale
9586;541407;1/17/2011;3954;4;Sale
9587;565145;8/31/2011;3954;4;Sale
9588;556089;6/8/2011;3955;1;Sale
9589;569688;10/5/2011;3955;2;Sale
9590;C579932;11/30/2011;3955;4;Return
9591;544183;2/16/2011;3956;1;Sale
9592;567204;9/18/2011;3956;4;Sale
9593;549684;4/11/2011;3957;3;Sale
9594;569328;10/2/2011;3957;2;Sale
9595;540534;1/9/2011;3958;2;Sale
9596;549280;4/7/2011;3958;2;Sale
9597;544468;2/20/2011;3959;1;Sale
9598;556885;6/14/2011;3959;4;Sale
9599;572306;10/21/2011;3959;1;Sale
9600;C552944;5/9/2011;3959;3;Return
9601;C572276;10/18/2011;3959;4;Return
9602;552281;5/6/2011;3960;1;Sale
9603;575960;11/11/2011;3960;1;Sale
9604;539490;12/20/2010;3961;1;Sale
9605;562225;8/3/2011;3961;4;Sale
9606;578530;11/24/2011;3961;2;Sale
9607;C540403;1/5/2011;3961;3;Return
9608;C558326;6/23/2011;3962;3;Return
9609;C560558;7/14/2011;3962;1;Return
9610;538668;12/13/2010;3963;2;Sale
9611;550775;4/20/2011;3963;4;Sale
9612;564712;8/26/2011;3963;1;Sale
9613;538101;12/9/2010;3964;2;Sale
9614;569362;10/3/2011;3964;4;Sale
9615;547718;3/24/2011;3965;4;Sale
9616;542233;1/26/2011;3966;2;Sale
9617;577341;11/18/2011;3966;4;Sale
9618;546875;3/17/2011;3967;3;Sale
9619;560527;7/18/2011;3967;3;Sale
9620;561611;7/27/2011;3967;3;Sale
9621;C538112;12/8/2010;3967;2;Return
9622;C546645;3/10/2011;3967;1;Return
9623;539720;12/21/2010;3968;4;Sale
9624;574482;11/4/2011;3968;4;Sale
9625;576246;11/14/2011;3968;1;Sale
9626;C554100;5/17/2011;3968;3;Return
9627;540545;1/9/2011;3970;2;Sale
9628;546638;3/15/2011;3970;4;Sale
9629;552854;5/11/2011;3970;2;Sale
9630;560290;7/17/2011;3970;3;Sale
9631;C551463;4/20/2011;3970;3;Return
9632;555333;6/1/2011;3971;1;Sale
9633;569229;9/30/2011;3971;1;Sale
9634;573305;10/28/2011;3971;3;Sale
9635;C550174;4/12/2011;3971;2;Return
9636;C557791;6/20/2011;3971;3;Return
9637;548455;3/30/2011;3972;3;Sale
9638;C564845;8/24/2011;3972;4;Return
9639;548012;3/28/2011;3973;1;Sale
9640;552033;5/5/2011;3973;3;Sale
9641;552735;5/10/2011;3973;3;Sale
9642;C575577;11/8/2011;3973;1;Return
9643;537673;12/8/2010;3974;3;Sale
9644;578814;11/25/2011;3974;2;Sale
9645;C578803;11/22/2011;3974;2;Return
9646;536366;12/1/2010;3975;1;Sale
9647;555817;6/6/2011;3975;1;Sale
9648;C563899;8/16/2011;3975;1;Return
9649;554063;5/20/2011;3976;1;Sale
9650;571670;10/18/2011;3976;2;Sale
9651;580373;12/2/2011;3976;1;Sale
9652;559507;7/8/2011;3977;4;Sale
9653;573907;11/1/2011;3977;1;Sale
9654;564201;8/23/2011;3978;2;Sale
9655;544439;2/18/2011;3979;4;Sale
9656;546157;3/9/2011;3979;4;Sale
9657;551182;4/26/2011;3980;1;Sale
9658;571693;10/18/2011;3980;2;Sale
9659;C557516;6/15/2011;3980;1;Return
9660;552894;5/11/2011;3981;3;Sale
9661;580069;12/1/2011;3981;4;Sale
9662;556193;6/9/2011;3982;1;Sale
9663;569731;10/5/2011;3982;2;Sale
9664;577829;11/21/2011;3982;1;Sale
9665;569398;10/3/2011;3984;3;Sale
9666;563377;8/15/2011;3985;2;Sale
9667;566776;9/14/2011;3985;2;Sale
9668;C570476;10/6/2011;3985;3;Return
9669;546412;3/11/2011;3986;3;Sale
9670;580047;12/1/2011;3986;3;Sale
9671;560088;7/14/2011;3987;1;Sale
9672;565126;8/31/2011;3987;3;Sale
9673;547026;3/18/2011;3988;3;Sale
9674;559289;7/6/2011;3988;1;Sale
9675;C545438;2/21/2011;3988;3;Return
9676;566077;9/8/2011;3989;2;Sale
9677;C551522;4/21/2011;3989;1;Return
9678;536369;12/1/2010;3990;3;Sale
9679;556122;6/8/2011;3990;2;Sale
9680;565320;9/2/2011;3990;4;Sale
9681;553418;5/16/2011;3991;1;Sale
9682;554139;5/22/2011;3991;4;Sale
9683;563898;8/19/2011;3991;3;Sale
9684;576062;11/13/2011;3991;2;Sale
9685;576848;11/16/2011;3991;1;Sale
9686;547799;3/25/2011;3992;4;Sale
9687;581405;12/8/2011;3992;2;Sale
9688;C545478;2/23/2011;3992;1;Return
9689;547389;3/22/2011;3993;4;Sale
9690;553421;5/16/2011;3993;1;Sale
9691;553676;5/18/2011;3993;4;Sale
9692;556767;6/13/2011;3993;2;Sale
9693;561688;7/28/2011;3994;2;Sale
9694;570246;10/9/2011;3995;4;Sale
9695;551269;4/27/2011;3996;1;Sale
9696;C556511;6/7/2011;3997;2;Return
9697;567801;9/21/2011;3998;3;Sale
9698;541412;1/17/2011;3999;2;Sale
9699;576377;11/14/2011;3999;1;Sale
9700;578087;11/22/2011;3999;2;Sale
9701;541221;1/14/2011;4000;4;Sale
9702;574659;11/4/2011;4000;4;Sale
9703;C558239;6/21/2011;4000;2;Return
9704;543096;2/3/2011;4001;3;Sale
9705;565967;9/7/2011;4001;3;Sale
9706;572764;10/25/2011;4002;4;Sale
9707;C568532;9/23/2011;4002;2;Return
9708;578288;11/23/2011;4003;1;Sale
9709;578675;11/24/2011;4003;1;Sale
9710;540493;1/7/2011;4004;2;Sale
9711;564638;8/25/2011;4004;3;Sale
9712;565434;9/2/2011;4005;4;Sale
9713;572051;10/19/2011;4005;4;Sale
9714;580106;12/1/2011;4006;2;Sale
9715;580756;12/5/2011;4006;2;Sale
9716;C540555;1/5/2011;4006;1;Return
9717;540098;1/4/2011;4007;3;Sale
9718;566326;9/11/2011;4007;2;Sale
9719;C569644;9/29/2011;4007;2;Return
9720;565851;9/6/2011;4008;2;Sale
9721;566402;9/11/2011;4008;3;Sale
9722;572675;10/25/2011;4008;1;Sale
9723;C579752;11/24/2011;4008;2;Return
9724;C562149;7/28/2011;4009;1;Return
9725;538843;12/14/2010;4010;1;Sale
9726;554162;5/22/2011;4010;2;Sale
9727;556318;6/9/2011;4012;2;Sale
9728;558203;6/26/2011;4012;1;Sale
9729;566329;9/11/2011;4012;3;Sale
9730;575610;11/10/2011;4012;4;Sale
9731;542131;1/25/2011;4013;1;Sale
9732;C546323;3/7/2011;4013;1;Return
9733;C564913;8/24/2011;4013;1;Return
9734;562652;8/7/2011;4014;3;Sale
9735;571053;10/13/2011;4014;2;Sale
9736;C540843;1/6/2011;4014;4;Return
9737;550937;4/21/2011;4015;1;Sale
9738;567983;9/22/2011;4015;4;Sale
9739;545037;2/25/2011;4016;1;Sale
9740;556067;6/8/2011;4016;4;Sale
9741;568685;9/28/2011;4016;1;Sale
9742;576078;11/13/2011;4016;4;Sale
9743;554287;5/23/2011;4017;3;Sale
9744;566079;9/8/2011;4017;4;Sale
9745;559657;7/10/2011;4018;2;Sale
9746;569676;10/5/2011;4018;2;Sale
9747;571829;10/18/2011;4018;2;Sale
9748;536740;12/2/2010;4019;3;Sale
9749;540126;1/5/2011;4019;3;Sale
9750;546662;3/15/2011;4019;3;Sale
9751;574040;11/2/2011;4019;3;Sale
9752;C551864;4/27/2011;4019;1;Return
9753;576181;11/13/2011;4020;2;Sale
9754;C542787;1/27/2011;4020;3;Return
9755;C552705;5/5/2011;4020;4;Return
9756;549906;4/12/2011;4022;1;Sale
9757;547862;3/25/2011;4023;1;Sale
9758;576736;11/16/2011;4023;3;Sale
9759;573340;10/28/2011;4024;2;Sale
9760;544083;2/15/2011;4025;2;Sale
9761;C567681;9/19/2011;4025;1;Return
9762;570557;10/10/2011;4026;3;Sale
9763;536596;12/1/2010;4027;3;Sale
9764;558767;7/1/2011;4027;2;Sale
9765;555281;6/1/2011;4028;3;Sale
9766;557897;6/23/2011;4028;1;Sale
9767;C554871;5/24/2011;4028;1;Return
9768;560202;7/14/2011;4029;4;Sale
9769;564311;8/23/2011;4029;4;Sale
9770;580101;12/1/2011;4029;1;Sale
9771;580959;12/6/2011;4029;3;Sale
9772;550206;4/14/2011;4030;1;Sale
9773;548211;3/29/2011;4031;4;Sale
9774;554694;5/25/2011;4031;2;Sale
9775;570474;10/10/2011;4031;3;Sale
9776;576066;11/13/2011;4031;2;Sale
9777;559828;7/12/2011;4032;3;Sale
9778;548310;3/30/2011;4033;3;Sale
9779;553546;5/17/2011;4033;2;Sale
9780;562579;8/5/2011;4033;1;Sale
9781;577618;11/20/2011;4033;3;Sale
9782;543186;2/4/2011;4034;1;Sale
9783;578509;11/24/2011;4034;3;Sale
9784;580999;12/6/2011;4034;4;Sale
9785;571685;10/18/2011;4035;2;Sale
9786;581150;12/7/2011;4035;2;Sale
9787;C537613;12/3/2010;4035;3;Return
9788;544839;2/23/2011;4036;3;Sale
9789;544909;2/24/2011;4036;2;Sale
9790;543349;2/7/2011;4037;3;Sale
9791;563096;8/11/2011;4037;1;Sale
9792;568530;9/27/2011;4037;4;Sale
9793;C551348;4/20/2011;4037;2;Return
9794;545185;2/28/2011;4038;3;Sale
9795;C548851;3/31/2011;4038;2;Return
9796;C566940;9/12/2011;4038;3;Return
9797;568564;9/27/2011;4040;1;Sale
9798;538366;12/12/2010;4042;2;Sale
9799;541593;1/19/2011;4042;1;Sale
9800;C554781;5/23/2011;4042;4;Return
9801;C556796;6/10/2011;4042;4;Return
9802;548981;4/5/2011;4043;3;Sale
9803;579468;11/29/2011;4043;4;Sale
9804;580557;12/4/2011;4043;3;Sale
9805;579553;11/29/2011;4044;1;Sale
9806;548697;4/1/2011;4045;1;Sale
9807;552057;5/5/2011;4045;4;Sale
9808;548559;3/31/2011;4046;1;Sale
9809;551535;4/28/2011;4047;1;Sale
9810;569662;10/5/2011;4047;3;Sale
9811;571673;10/18/2011;4047;4;Sale
9812;574284;11/3/2011;4047;4;Sale
9813;571104;10/13/2011;4048;4;Sale
9814;536809;12/2/2010;4049;2;Sale
9815;568058;9/22/2011;4049;4;Sale
9816;545214;2/28/2011;4051;1;Sale
9817;C559651;7/5/2011;4051;4;Return
9818;554658;5/25/2011;4052;1;Sale
9819;565208;9/1/2011;4052;4;Sale
9820;569844;10/6/2011;4052;2;Sale
9821;577309;11/18/2011;4052;1;Sale
9822;C578276;11/21/2011;4052;1;Return
9823;563032;8/11/2011;4053;3;Sale
9824;567658;9/21/2011;4053;1;Sale
9825;C571711;10/13/2011;4053;4;Return
9826;550320;4/15/2011;4054;1;Sale
9827;578517;11/24/2011;4054;3;Sale
9828;552949;5/12/2011;4057;2;Sale
9829;568996;9/29/2011;4057;2;Sale
9830;C568575;9/23/2011;4057;1;Return
9831;544060;2/15/2011;4058;1;Sale
9832;555412;6/2/2011;4058;4;Sale
9833;536398;12/1/2010;4059;3;Sale
9834;542583;1/28/2011;4059;4;Sale
9835;571633;10/17/2011;4059;3;Sale
9836;C564592;8/24/2011;4059;3;Return
9837;537248;12/6/2010;4060;3;Sale
9838;555744;6/6/2011;4060;4;Sale
9839;537665;12/7/2010;4061;2;Sale
9840;548530;3/31/2011;4061;2;Sale
9841;578323;11/23/2011;4061;4;Sale
9842;549749;4/11/2011;4062;1;Sale
9843;556322;6/9/2011;4063;3;Sale
9844;575384;11/9/2011;4063;1;Sale
9845;C562594;8/2/2011;4063;2;Return
9846;576890;11/16/2011;4064;3;Sale
9847;C542593;1/25/2011;4064;4;Return
9848;536942;12/3/2010;4066;1;Sale
9849;541992;1/24/2011;4066;3;Sale
9850;560536;7/18/2011;4066;2;Sale
9851;570503;10/10/2011;4066;3;Sale
9852;577727;11/21/2011;4067;2;Sale
9853;565795;9/6/2011;4068;3;Sale
9854;543018;2/2/2011;4069;4;Sale
9855;552139;5/6/2011;4069;3;Sale
9856;573769;10/31/2011;4069;3;Sale
9857;577326;11/18/2011;4069;3;Sale
9858;542059;1/25/2011;4070;3;Sale
9859;570733;10/11/2011;4070;1;Sale
9860;573351;10/28/2011;4070;1;Sale
9861;577335;11/18/2011;4070;2;Sale
9862;581188;12/7/2011;4070;2;Sale
9863;568367;9/26/2011;4071;2;Sale
9864;C537797;12/6/2010;4071;2;Return
9865;544354;2/17/2011;4072;2;Sale
9866;550302;4/15/2011;4073;3;Sale
9867;546082;3/8/2011;4074;3;Sale
9868;551658;5/3/2011;4074;2;Sale
9869;571425;10/17/2011;4075;4;Sale
9870;581217;12/7/2011;4075;1;Sale
9871;544895;2/24/2011;4076;1;Sale
9872;547491;3/23/2011;4076;4;Sale
9873;560385;7/18/2011;4076;3;Sale
9874;C542413;1/25/2011;4076;4;Return
9875;571260;10/14/2011;4077;2;Sale
9876;553923;5/19/2011;4078;1;Sale
9877;555555;6/5/2011;4078;4;Sale
